console,title,average_rating,rating_count,genres
ps2,ATV - Quad Power Racing 2 (USA),4.55,62,"['Action', 'Driving/Racing']"
ps2,"ATV Offroad - All Terrain Vehicle (Europe) (En,Fr,De,Es,It)",5,8,[]
ps2,ATV Offroad Fury (USA) (v1.00),4.1,30,['Driving/Racing']
ps2,ATV Offroad Fury (USA) (v3.01),4.14,29,['Driving/Racing']
ps2,ATV Offroad Fury 2 (Europe),4.5,28,"['Sports', 'Driving/Racing']"
ps2,ATV Offroad Fury 2 (USA),4.55,84,"['Sports', 'Driving/Racing']"
ps2,"ATV Offroad Fury 3 (Europe) (En,Fr,De,Es,It,Nl)",4.44,27,"['Sports', 'Driving/Racing']"
ps2,ATV Offroad Fury 3 (USA),4.5,62,"['Sports', 'Driving/Racing']"
ps2,"ATV Offroad Fury 4 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl)",4.39,76,"['Sports', 'Driving/Racing']"
ps2,ATV Offroad Fury 4 (USA),4.43,210,"['Sports', 'Driving/Racing']"
ps2,Australian Idol Sing (Australia),5,5,['Music/Rhythm']
ps2,"Auto Modellista (Europe) (En,Fr,De,Es,It)",4.62,39,"['Driving/Racing', 'Simulation']"
ps2,Auto Modellista (Japan),4.7,33,"['Driving/Racing', 'Simulation']"
ps2,Auto Modellista (USA),4.21,72,"['Driving/Racing', 'Simulation']"
ps2,Autobahn Raser - Das Spiel zum Film (Germany),4.53,15,[]
ps2,Autobahn Raser IV (Germany),4.17,18,[]
ps2,Avatar - The Last Airbender - Into the Inferno (USA),4.23,390,"['Action', 'Adventure']"
ps2,Avatar - The Last Airbender - The Burning Earth (USA),4.2,288,['Action-Adventure']
ps2,Avatar - The Last Airbender (USA),4.26,403,"['Action', 'Adventure', 'Role-Playing']"
ps2,"Azur & Asmar (Europe) (En,Fr,De,Es,It)",4.38,32,[]
ps2,"B-Boy (Europe) (En,Fr,De,Es,It)",4.45,87,"['Action', 'Music/Rhythm']"
